Run
Judge
Topic Num,TweetID,Tweet
MB027,32048996012793856," Nissan to 'Significantly' Reduce Japan Exports - http://brokerz.com/_PYzD/ Nissan Motor is pursuing an aggressive plan to localize pr...","=HYPERLINK(""http://brokerz.com/_PYzD/"",""LINK"")"
MB027,32043323032207360," @skilldrick Cheers, will do. Ultimately it may be a long wait for slow connections anyway, but anything I can do to reduce that is good",
MB027,32017667984465921," xml.truveo.com: Texans Urged To Reduce Their Electricity Demand - http://ping.fm/9heg6","=HYPERLINK(""http://ping.fm/9heg6"",""LINK"")"
MB027,32014607153364992," @m_j_fisher You need to go electric with that fuel consumption ;-)",
MB027,31994958877556736," @ABDeastmidlands In fact, how can a 'normal' driver not afford them, they do help with traction and grip so will reduce accident rates.",
MB027,31968687275642880," #positive energy #optimist #winners",
MB027,31966227521867776," MagniWork Review – Free ELectricity generator | Reduce Energy ...: Much like a solar panel would turn light into... http://bit.ly/dVLXR5","=HYPERLINK(""http://bit.ly/dVLXR5"",""LINK"")"
MB027,31945600106762240," Drastically reduce your power bill and finally become energy-independent. See how... http://bit.ly/twPower4H","=HYPERLINK(""http://bit.ly/twPower4H"",""LINK"")"
MB027,31944049254469632," ASHRAE 90.1 reduces energy consumption: The standard addresses the building's envelope, HVAC, service water heat... http://bit.ly/dK3loz","=HYPERLINK(""http://bit.ly/dK3loz"",""LINK"")"
MB027,31936911492780032," Getting back on track with my food consumption tomorrow...i have a goal I still need to meet.",
MB027,31936174952022016," No energy whatsoever this mornin. :(((",
MB027,31929274361450496," NSW introduces new measures to reduce number of overheight trucks entering tunnels: http://bit.ly/fAx6Mi","=HYPERLINK(""http://bit.ly/fAx6Mi"",""LINK"")"
MB027,31927490955968512," Antioxidants, such as CoQ10, can neutralize free radicals and may reduce or even help prevent some of the damage they cause.",
MB027,31926100850380800," Where did this energy come from?",
MB027,31921850997022720," OnLookin blogging: Tips To Assist You Reduce Weight Fast During 2011 http://is.gd/Cv8JzE","=HYPERLINK(""http://is.gd/Cv8JzE"",""LINK"")"
MB027,31900317587079168," Sales Force Opinion Surveys Boost Sales Performance & Reduce Sales ... http://bit.ly/dGl2cs","=HYPERLINK(""http://bit.ly/dGl2cs"",""LINK"")"
MB027,31892338120851456," Will We Ever Reduce Military Spending? | The Atlantic Wire http://t.co/SBz2BrN via @AddThis","=HYPERLINK(""http://t.co/SBz2BrN"",""LINK"")"
MB027,31871848706740224," looks like Instant Message going to have to go get some food for consumption .",
MB027,31865895928201216," Reduce mortgage principal and get a refi at the same time! No upfront costs. Bad credit OK. http://bit.ly/8Xtorb","=HYPERLINK(""http://bit.ly/8Xtorb"",""LINK"")"
MB027,31849387571281921," �?�Diets rich in foods containing fiber, such as fruits and vegetables, may reduce the risk of coronary heart disease.",
MB027,31844495989407744," After #Love4clubbing ruined my life last night due to alcohol consumption i have just about recovered - Wine Starts Again!!",
MB027,31821787687813120," Home Energy Efficient "Your Energy Efficient House" http://su.pr/3hFizM #news #green #eco friendly #energy #home #reduce #recycle","=HYPERLINK(""http://su.pr/3hFizM"",""LINK"")"
MB027,31817588044472320," Amber is the color of your energy.",
MB027,31816839034052608," Reduce Breast Cancer Risks, Delay Hormone Therapy During Menopause http://bit.ly/hecxPu","=HYPERLINK(""http://bit.ly/hecxPu"",""LINK"")"
MB027,31814087675478017," Reduce Breast Cancer Risks, Delay Hormone Therapy During Menopause - Daily Health Report http://bit.ly/i8seEu","=HYPERLINK(""http://bit.ly/i8seEu"",""LINK"")"
MB027,31807490144337920," 9am meeting! Seriously? Don't they know anything about my lifestyle and average wine consumption.",
MB027,31804371662544897," Reduce Reuse Recycle! And now, the fourth R, Refuse! :) Read to learn more! http://fb.me/QtLo9JlX","=HYPERLINK(""http://fb.me/QtLo9JlX"",""LINK"")"
MB027,31804184181342208," The average American eats almost 12 pounds of chocolate a year. World chocolate consumption rises 3 percent a year. http://dld.bz/HtCg","=HYPERLINK(""http://dld.bz/HtCg"",""LINK"")"
MB027,31792822130581504," http://dld.bz/rhWH How to reduce sore throat #Pain.","=HYPERLINK(""http://dld.bz/rhWH"",""LINK"")"
MB027,31792105433079808," It's amazing how much better Twitter is for following events like Egypt than any other source. Multi-channel, simultaneous consumption wins",
MB027,31788616581652481," Americans throw away 25,000,000,000 Styrofoam coffee cups every year. Help Recycle recycling eco reduce",
MB027,31775771055890432," by @ethicalsingles: Cutting down on meat 'could reduce 'greenhouse gas' http://ind.pn/eaJGou #vegetarian: Cutting down on... #veggiebuzz","=HYPERLINK(""http://ind.pn/eaJGou"",""LINK"")"
MB027,31766044116783104," @hughknew 's weapon of mass consumption http://t.co/2wfSk57","=HYPERLINK(""http://t.co/2wfSk57"",""LINK"")"
MB027,31765522026594304," Just realized I was reading @jeffjarvis tweets while watching him on CNN. It's very cool how social media enhances other media consumption.",
MB027,31762324784152576," 3 Ways to Reduce Student Car Insurance Costs http://bit.ly/fmeIlH","=HYPERLINK(""http://bit.ly/fmeIlH"",""LINK"")"
MB027,31761298039508992," The U.S. accounts for approx 20% of the world’s total electricity consumption for lighting, annual cost $40 billion. http://bit.ly/hXe6qm","=HYPERLINK(""http://bit.ly/hXe6qm"",""LINK"")"
MB027,31754299616796672," I'm convinced these kids are one quarter crayon consumption past retarded. And this is our future. *single slave tear rolls down face*",
MB027,31748288021536768," Energy where you at?",
MB027,31747616500883457," http://bit.ly/eK6XR5 Five High Fiber Foods for Essential Fiber Consumption high fiber foods","=HYPERLINK(""http://bit.ly/eK6XR5"",""LINK"")"
MB027,31745746550132736," McConnell: "We're going to give the president the opportunity to reduce our annual deficit, which is completely out of control."",
MB027,31743447886995456," @pcoristi I haven't become a vegetarian, or vegan, but my consumption of red meat is at once a month now. I eat lots of veg and fish.",
MB027,31736615768428544," Home computers are being called upon to perform many new functions, including the consumption of homework formerly eaten by the dog.",
MB027,31736037218717696," Rinsing bacon under cold water before frying can reduce the amount it shrinks by almost 50 percent.",
MB027,31726421470609409," Home Energy Efficient: "Share Your Best Energy Saving Tips With Us": http://su.pr/2vVuDY #green #california #energy #home #florida #solar","=HYPERLINK(""http://su.pr/2vVuDY"",""LINK"")"
MB027,31711545792659458," EU working on "Brady plan" for Greece - report: The EU, the IMF and the ECB are working on a solution to reduce ... http://bit.ly/gs6bz0","=HYPERLINK(""http://bit.ly/gs6bz0"",""LINK"")"
MB027,31698703790112768," The electricity consumption of entire country of Finland at the moment is 10169 MW, or 1926 W/person.",
MB027,31696894606450688," Don't spend energy on people who try to take advantage of you. They are not worth it. Focus your energy on the others! #energy #focus",
MB027,31685341303799809," Python 3 �?�ら reduce �?� functools �?�移動�?��?��?��?�． "The fate of reduce() in Python 3000" - http://j.mp/ieIAv9","=HYPERLINK(""http://j.mp/ieIAv9"",""LINK"")"
MB027,31660053735936000," @Muffarama it's a systemic flushing of the bowels after extensive alcohol consumption :D",
MB027,31651000641126400," hour services for businesses without hour professionals. Visit http://ncecbc.com. Reduce your expenses.","=HYPERLINK(""http://ncecbc.com."",""LINK"")"
MB027,31641067304517632," How To Lose Weight Fast The Healthy Diets: The artificial ways include the consumption of certain fast weight lo... http://bit.ly/i5OBuk","=HYPERLINK(""http://bit.ly/i5OBuk"",""LINK"")"
MB027,31639402983718912," Reduce Wrinkles Naturally - 5 Simple Ways to Look Younger Without Surgery http://bit.ly/hyHHLY","=HYPERLINK(""http://bit.ly/hyHHLY"",""LINK"")"
MB027,31638100258062336," Reduce your Rogers Wireless Cell Phone Bill with EAGLEi GPS Tracking, Contact us at http://www.eagleigpstracking.com","=HYPERLINK(""http://www.eagleigpstracking.com"",""LINK"")"
MB027,31627284276314112," "Fit for human consumption, but not recommended." - Taco Bell",
MB027,31600887126294529," I listen to ♬ and dance to reduce my stress #HBU? #TellMe",
MB027,31597849988829184," 3/4 full of energy.",
MB027,31597028714745857," Can Smart lipo help reduce the appearance of love handles? http://bit.ly/h9vbLO","=HYPERLINK(""http://bit.ly/h9vbLO"",""LINK"")"
MB027,31590970139090944," Today Los Angeles is full of energy",
MB027,31574071162437632," RT @RepGoodlatte #DearJohn if you really want to reduce abortions provide free birth control and family planning.",
MB027,31572731703066625," Runnin low on energy.",
MB027,31572443940257792," Reduce Tata Chemicals-PAT boosted by other income. , Kotak Sec, http://dlvr.it/FNYvb #tip #India #stock","=HYPERLINK(""http://dlvr.it/FNYvb"",""LINK"")"
MB027,31536602031329280," Energy Contract Salespeople for Brisbane Metro.Sell energy contracts for one of the fastest growing energy retailers. See Reception",
MB027,31525364643659776," Consolidate Credit Card Bills – How to Consolidate Multiple Debts to Reduce What You Owe http://tinyurl.com/4kyn7m3","=HYPERLINK(""http://tinyurl.com/4kyn7m3"",""LINK"")"
MB027,31524036806713344," An 80% AFUE will reduce the cost by a fourth!http://alltemperature.net/products/furnaces","=HYPERLINK(""http://alltemperature.net/products/furnaces"",""LINK"")"
MB027,31517683669270529," What's the difference between a map-reduce system and a map-reduce system with fault tolerance? About 300k lines of code.",
MB027,31514648821895169," Reduce Cellulite With Exercises and Aerobics at Home - Cellulite reduction treatment is a booming market area, a wh... http://is.gd/ToE8Vq","=HYPERLINK(""http://is.gd/ToE8Vq"",""LINK"")"
MB027,31509244167585792," How you reduce your electric bills, check it out. http://bit.ly/gSoM8p","=HYPERLINK(""http://bit.ly/gSoM8p"",""LINK"")"
MB027,31504914119131136," Tip to reduce weight: Turn your head to the left and then turn it to the right. Repeat exercise when offered something to eat. #SoDamnTrue",
MB027,31501573435686912," Debt Consolidation Mortgage Loans – Using Home Loans To Reduce Debt http://tinyurl.com/4odwdag","=HYPERLINK(""http://tinyurl.com/4odwdag"",""LINK"")"
MB027,31495388355633152," RT @KateNowrouzi: Did you know there’s a correlation by the way a country’s coffee consumption & its appetite for technology? http://bit.ly/enwULz","=HYPERLINK(""http://bit.ly/enwULz"",""LINK"")"
MB027,31484994106953728," Teveel energy !! crying eyes",
MB027,31461978664869889," @johnboehner Redefining rape to make fewer rapes count as rape will reduce the # of rapes only if you are a horrible person #DearJohn",
MB027,31449374127038464," #1stAid4 #Egypt #teargas If you have a mask or respirator, use it to protect your face and to reduce the effect of fumes. ~ #25Jan",
MB027,31433798956613632," RT @EatThisNotThat Reduce your pesticide exposure 80% by choosing organic for 12 key fruits and veggies: http://ow.ly/3MitL","=HYPERLINK(""http://ow.ly/3MitL"",""LINK"")"
MB027,31430290182246400," The power of positive energy cannot be ignored.",
MB027,31418427050561536," Results of a Community-University Partnership to Reduce Deadly Hazards in Hardwood Floor Finishing http://dlvr.it/FMWgx","=HYPERLINK(""http://dlvr.it/FMWgx"",""LINK"")"
MB027,31414608568782848," “There are only too types of people; energy takers & energy givers. You need to be an energy giver & surround yourself with energy givers.�?",
MB027,31411367932067840," Reversible ceiling fans circulate air and save both heating and cooling costs. Ceiling fans can reduce summer air conditioning energy costs",
MB027,31408238758985728," Want to know the 1 unique "trick" to reduce junk-food cravings? http://bit.ly/cMZKHY","=HYPERLINK(""http://bit.ly/cMZKHY"",""LINK"")"
MB027,31408011645816833," Eliminate #constraints to making MORE $$$! Reduce friction in your #SmallBiz. Contact me. #SystemThinking #TheNewERP #CIO #CEO #CFO #SMB",
MB027,31383697303273472," Wireless Hums could reduce operating costs: It uses temperature-compensated, commercial, microelectro-mechanical... http://bit.ly/fL64Iz","=HYPERLINK(""http://bit.ly/fL64Iz"",""LINK"")"
MB027,31378403043057664," Auto insurance providers and reduce electricity ...: The comparison site has revealed that 14 million drivers ea... http://bit.ly/if1g7u","=HYPERLINK(""http://bit.ly/if1g7u"",""LINK"")"
MB027,31376391542931456," Home Energy Efficient: "Home Energy Audit - Checking Out the Parts Of The Home!" : http://su.pr/1Ls35W #green #eco friendly #energy #savings","=HYPERLINK(""http://su.pr/1Ls35W"",""LINK"")"
MB027,31362104376172545," Are there good "lean forward" apps for the iPad yet? Something for content creators instead of "lean back" content consumption.",
MB027,31360589854941184," is asking questions for the day:Muslims and Jews (Hebrews) tend to make a big deal out of pork consumption but we... http://fb.me/R2EEVw0T","=HYPERLINK(""http://fb.me/R2EEVw0T"",""LINK"")"
MB027,31360235255898113," Great Story on positive trending for "Collaborative Consumption" practices.@rachelbotsman @EbayGreen http://cot.ag/dYkHgw","=HYPERLINK(""http://cot.ag/dYkHgw"",""LINK"")"
MB027,31355441535516673," All that exists is love energy. Love energy is Oneness.",
MB027,31338038416121856," Stanley Lubman: Will Law Reforms Reduce Forced Home Demolitions? http://goo.gl/ZnzCj","=HYPERLINK(""http://goo.gl/ZnzCj"",""LINK"")"
MB027,31327217959051264," How to Lose Weight Fast the Healthy Diets: The artificial ways include the consumption of certain fast weight lo... http://bit.ly/g96ged","=HYPERLINK(""http://bit.ly/g96ged"",""LINK"")"
MB027,31318362659233792," Organic food in pregnancy - "We know little about the consumption of organic food during pregnancy, and the goal of... http://is.gd/ergz1S","=HYPERLINK(""http://is.gd/ergz1S"",""LINK"")"
MB027,31306176343834626," Coffee can help women reduce and manage stress http://bit.ly/g5XMOT","=HYPERLINK(""http://bit.ly/g5XMOT"",""LINK"")"
MB027,31298413135925248," #Instructors Laugh At Self-Correcting #MSProject Labs/Assignments To Reduce Lecture/Marking Time Worries http://dld.bz/msproject","=HYPERLINK(""http://dld.bz/msproject"",""LINK"")"
MB027,31291272266260480," @Oliver's explains map reduce at #ddd9 #ddd9fpcs http://plixi.com/p/73248946","=HYPERLINK(""http://plixi.com/p/73248946"",""LINK"")"
MB027,31280308984750080," stupid phases of LIFE: TEEN AGE: time+energy..But no money. WORKING AGE: energy+money..No time. OLD AGE: time+money..But no energy..!",
MB027,31273712909025280," Srsly??? Playboy energy drink....wtf!?",
MB027,31271713442365440," Free Reading !!! Plenty of anecdotal evidence guns reduce crime: These imagined costs of U.... http://bit.ly/fht6NQ mypsychicsonline.inf","=HYPERLINK(""http://bit.ly/fht6NQ"",""LINK"")"
MB027,31265249365594112," how to reduce obesity naturally - http://tinyurl.com/4cwlehc","=HYPERLINK(""http://tinyurl.com/4cwlehc"",""LINK"")"
MB027,31243779268677632," BPC: Julian Construction Helps Homeowners Reduce Energy Costs with Solar Roofing - The Open Press (press release): http://bit.ly/eFBPrk","=HYPERLINK(""http://bit.ly/eFBPrk"",""LINK"")"
MB027,31234350901104640," Reduce | Report: Reduce Retirement Benefits http://dlvr.it/FKblS","=HYPERLINK(""http://dlvr.it/FKblS"",""LINK"")"
MB027,31230377695649793," Reduce Hair Regrowth 64% - Long Term Hair Removal http://cheekliposuction.com/post/reduce-hair-regrowth-64-long-term-hair-removal.html","=HYPERLINK(""http://cheekliposuction.com/post/reduce-hair-regrowth-64-long-term-hair-removal.html"",""LINK"")"
MB027,31201597098823680," people with kids and maid in tow to buy for can't talk now max allowed and resell at mini markets. This deprive people buying for own consumption.",
MB027,31201206713982976," Supreme Court to decide if California can reduce Medicaid: http://yhoo.it/f1cNzB","=HYPERLINK(""http://yhoo.it/f1cNzB"",""LINK"")"
MB027,31191530626621441," Calories | how to count calories to lose weight: To reduce weight, it is necessary, the required amount of calor... http://bit.ly/gPducp","=HYPERLINK(""http://bit.ly/gPducp"",""LINK"")"
MB027,31175842625228801," GE Capital, energy Energy, ConocoPhillips, Form Joint Venture to Accelerate Emerging Energy Technology http://t.co/sKAkgAV via @AddThis","=HYPERLINK(""http://t.co/sKAkgAV"",""LINK"")"
MB027,31159376513343488," ..Im Full of Energy at Nites..",
MB027,31156152507047936," Discover how to reduce weight with this acclaimed dietary program that is hitting the shelves, order & start thinning: http://bit.ly/g9qysI","=HYPERLINK(""http://bit.ly/g9qysI"",""LINK"")"
MB027,31147700984487937," Avodart Gets Rejected by FDA to reduce the risk of developing ... http://goo.gl/fb/6LMFq #news","=HYPERLINK(""http://goo.gl/fb/6LMFq"",""LINK"")"
MB027,31140300986519552," @guynameddave Would Medicare pmts be made if services were not consumed by persons? Still personal consumption to me. :-) thank you for discussion",
MB027,31120613569462272," too slow, too much fuel consumption and too first name cold! http://twitpic.com/3uac1e","=HYPERLINK(""http://twitpic.com/3uac1e"",""LINK"")"
MB027,31103703117209600," The CSOP is used to help reduce the cost of installing energy saving measures on your property. http://lowermyenergybill.org/page7.html","=HYPERLINK(""http://lowermyenergybill.org/page7.html"",""LINK"")"
MB027,31100575097561088," *Take L-tryptophan to reduce stress and get better sleep: http://dld.bz/bEz reduces #stress: http://dld.bz/bEq","=HYPERLINK(""http://dld.bz/bEz"",""LINK"")""=HYPERLINK(""http://dld.bz/bEq"",""LINK"")"
MB027,31095804563300352," Crazy @CiscoSystems "....correlation between a country’s coffee consumption & its appetite for technology?" http://bit.ly/dIZp1R","=HYPERLINK(""http://bit.ly/dIZp1R"",""LINK"")"
MB027,31095539680415745," BREAKING: Consumers have to pay for data consumption, world coming to an end! http://ow.ly/1b4NqO cc:@techvibes","=HYPERLINK(""http://ow.ly/1b4NqO"",""LINK"")"
MB027,31091932855799809," Where focus goes, energy flows.",
MB027,31083947970535424," 5 hour energy should be called 2.5 hour energy",
MB027,31073526412742656," Biology Professors Use Cloud Computing to Reach Students - Wired ...: To help reduce the number of drop0uts in ... http://bit.ly/epGyhE","=HYPERLINK(""http://bit.ly/epGyhE"",""LINK"")"
MB027,31068650278490112," Manually reduce the number of anchor points on the path. (See Adding, deleting, and converting anchor points.) http://tiny.ly/MvmG","=HYPERLINK(""http://tiny.ly/MvmG"",""LINK"")"
MB027,31066875622326272," Morris Healthy Eating project launches campaign to increase local consumption ...: Known as the Mo... http://bit.ly/gLOVjj HealthyEating","=HYPERLINK(""http://bit.ly/gLOVjj"",""LINK"")"
MB027,31065669478916096," Porn consumption rates? '09 US-wide study of anonymised credit-card receipts.. #1? Utah. Dead last? Montana http://goo.gl/qieNS","=HYPERLINK(""http://goo.gl/qieNS"",""LINK"")"
MB027,31064395610066944," Have laced the garden with seeds, berries & fat balls ahead of #BGBW tomorrow. Does this reduce the scientificness of the results? #birds",
MB027,31064171919446016," Let our debt settlement program help reduce your debt and pay off bills quicker.",
MB027,31063169933778944," @BajillionHits It may reduce your hits to a majillion! The horror!",
MB027,31051721190932481," Home Energy Efficient "Renewable Energy.....BioFuels" http://su.pr/325YGY #green #eco friendly #energy #home #news #california #florida","=HYPERLINK(""http://su.pr/325YGY"",""LINK"")"
MB027,31034742820306944," Finally got the energy to eat && tweet!!!",
MB027,31029898168504320," 89% of Americans believe that transportation funds should AOL instant messanger to reduce energy use. http://bit.ly/g7Mlla | Held hostage by an ignorant 11%.","=HYPERLINK(""http://bit.ly/g7Mlla"",""LINK"")"
MB027,31023775038312448," Next on my reading list What's Mine Is Yours: The Rise of Collaborative Consumption eBook http://ht.ly/3AJTM","=HYPERLINK(""http://ht.ly/3AJTM"",""LINK"")"
MB027,31018159435681792," Tips to Help You Reduce Your Home Energy Bill http://t.co/MuN75v7 Take control of your electricity and save money on your power bill.","=HYPERLINK(""http://t.co/MuN75v7"",""LINK"")"
MB027,31018036060229632," @joshgroban Studies show hallucinations occur involving happy dance routines following the consumption of 'eye in soup'. Just saying...",
MB027,31014711789101057," GE Capital, energy Energy, ConocoPhillips, form joint venture to accelerate emerging energy technology: pspan style... http://bit.ly/hHGbzQ","=HYPERLINK(""http://bit.ly/hHGbzQ"",""LINK"")"
MB027,31008565040779264," Reduce tus urls! con tinyurl + php http://bit.ly/hZlwrA","=HYPERLINK(""http://bit.ly/hZlwrA"",""LINK"")"
MB027,31004591487188992," Home Energy Efficient "The Energy Tax Credit!" http://su.pr/15hAxC #blog #green #eco friendly #energy #home #news #recycle #reuse #global","=HYPERLINK(""http://su.pr/15hAxC"",""LINK"")"
MB027,31003425147715585," @lageekitude Well... yes... that would certainly reduce comments I guess. Not quite the user-friendly approach I'd hoped for. :-P",
MB027,31000764365152256," Light And Radiation, Solar Energy, Alternative Energy: The energy that Earth receives from the sun every year is... http://bit.ly/dXBpcH","=HYPERLINK(""http://bit.ly/dXBpcH"",""LINK"")"
MB027,30991381111513088," what makes twitter reduce tweets'''ahn ahn..",
MB027,30990634466676736," Which primary care interventions don't reduce falls - http://profane.co/2011/01/25/which-interventions-to-reduce-falls-work-in-primary-care/","=HYPERLINK(""http://profane.co/2011/01/25/which-interventions-to-reduce-falls-work-in-primary-care/"",""LINK"")"
MB027,30986863342784513," Belkin Conserve Valet Charging Station Helps You Save Energy and Reduce Clutter http://bit.ly/hcVvs5 #eco #green #news via @ecowesome","=HYPERLINK(""http://bit.ly/hcVvs5"",""LINK"")"
MB027,30984120674820096," Personal Consumption data came in strong (4.4% vs. 4.0% expected + 2.4% prior) #forex",
MB027,30983015635099648," RT @ceddy79: RT @CNNMoney: U.S. economy grew at 3.2% annual rate in fourth quarter of 2010; personal consumption (cont) http://tl.gd/8em849","=HYPERLINK(""http://tl.gd/8em849"",""LINK"")"
MB027,30982012030427136," Looking to reduce your property costs in 2011? then talk us at http://www.office-planet.net for a free consultation and advice.","=HYPERLINK(""http://www.office-planet.net"",""LINK"")"
MB027,30973527284785152," turbovite energy sweets are soooo addictive !!!",
MB027,30968105819701248," Full of Energy ;p",
MB027,30936228522098689," Most Efficient Cardio Exercise | LIVESTRONG.COM: Most Efficient Cardio Exercise. To stay healthy and reduce your... http://bit.ly/i66E7v","=HYPERLINK(""http://bit.ly/i66E7v"",""LINK"")"
MB027,30924950604873728," Candle type decorative lamps energy star testing: The ENERGY STAR label also designates superior energy performa... http://bit.ly/fsllmV","=HYPERLINK(""http://bit.ly/fsllmV"",""LINK"")"
MB027,30913028983627776," Bill Gates Talks About Vaccines to Reduce World Population http://ow.ly/3LMW5","=HYPERLINK(""http://ow.ly/3LMW5"",""LINK"")"
MB027,30905769473871873," Europe Moves to Recycle Rare Earths: The European Commission is trying to develop a strategy to reduce dependenc... http://bit.ly/ezctJR","=HYPERLINK(""http://bit.ly/ezctJR"",""LINK"")"
MB027,30904150401220608," boy no kill urself o... Reduce your alcoholism Oh RT @dakoksnr",
MB027,30901214367449088," Check This Out - : Resistant starch food consumption has been shown to be a possible alternative to dieting, in ... http://bit.ly/fEEVvI","=HYPERLINK(""http://bit.ly/fEEVvI"",""LINK"")"
MB027,30891718232514560," 10 Easy steps to improve time management and reduce stress: http://t.co/FaC3Y7G","=HYPERLINK(""http://t.co/FaC3Y7G"",""LINK"")"
MB027,30889528717742080," #WARNING Consumption of alcohol may lead you to believe that ex-lovers are really dying for you to ring them at 5 in the morning.",
MB027,30884637676937216," Delicious @charcut alleyburger mid-consumption. Mmmmmmm http://yfrog.com/h5brlynnvpj","=HYPERLINK(""http://yfrog.com/h5brlynnvpj"",""LINK"")"
MB027,30881600761765888," GE, energy Energy, ConocoPhillips Launch Green Energy-Focused VC — UPDATE: GE, energy Energy, ConocoPhillips Launch Gr... http://bit.ly/gGFnLw","=HYPERLINK(""http://bit.ly/gGFnLw"",""LINK"")"
MB027,30877447721324544," I feel like a modern day John the Baptist crying in the wilderness about the national debt: REDUCE! REDUCE!",
MB027,30867841301352448," Dear everyone going on Saturday: let's reduce drama by not bringing up the Disneyland situation at dinner. Please",
MB027,30858749895774208," @natashabadhwar Use Lean to reduce Sadness while you apply six sigma to perfect happiness",
MB027,30856703188668416," Simulations Reduce Cost and Time to Develop Zero-Emissions Power ...: Scientists from the National Energy Techno... http://bit.ly/fM9ztZ","=HYPERLINK(""http://bit.ly/fM9ztZ"",""LINK"")"
MB027,30854200959180800," Wow! Electricity usage down 25% so far this month. Was hoping for 10%! #reduce #eco",
MB027,30841685353172992," Just bought some Tweak Bird CDs, and the message after I hit 'Order' was: "The Only Constant Is Consumption" #consumeristforlife",
MB027,30834786922663936," High valued! Understanding How Thermicon Permanently Reduce Hair Regrowth http://scrnch.me/xl8zr","=HYPERLINK(""http://scrnch.me/xl8zr"",""LINK"")"
MB027,30822655565234176," @benojw cannot. dogs shouldn't eat food for human consumption. not good for them. :) hahaha.",
MB027,30820694090588160," I need to reduce my Facebook "Friends" since I don't communicate with most of them.",
MB027,30808479425892352," Nice energy from the fans tonight.",
MB027,30806629221933057," @XIIISlaughters no need to reduce file size...ten 3.90GB videos from fraps for one game is waaay too much.",
MB027,30806326862938113," "Part of managing demand is to reduce the government's footprint on the economy" - that doesn't really make sense...",
MB027,30800329729646592," Research finds that adaptogens reduce stress:#MGrimes http://dld.bz/bEn","=HYPERLINK(""http://dld.bz/bEn"",""LINK"")"
MB027,30798912801480704," How to reduce your waistline http://dld.bz/zPpJ","=HYPERLINK(""http://dld.bz/zPpJ"",""LINK"")"
MB027,30786806479855617," How to Reduce Your Home's Electrical Usage http://tinyurl.com/4zmnbw2","=HYPERLINK(""http://tinyurl.com/4zmnbw2"",""LINK"")"
MB027,30781276940148737," @finkelscott Friction Maybe a 30 hour work week will reduce the friction that I think has been eating productivity.",
MB027,30772379940552704," Big Energy Event Is . . . An Electrical Show! | Energy Solutions ... http://bit.ly/flR5Z9","=HYPERLINK(""http://bit.ly/flR5Z9"",""LINK"")"
MB027,30768676206542848," Keep it competitive: In addition, they reduce the need for costly new power plants and avoid the emissions they ... http://bit.ly/dI6FDX","=HYPERLINK(""http://bit.ly/dI6FDX"",""LINK"")"
MB027,30763048255881216," This is a fantastic read: http://seomz.me/h9fGaE a macro-perspective on happiness + consumption (thanks @tomcritchlow)","=HYPERLINK(""http://seomz.me/h9fGaE"",""LINK"")"
MB027,30759856084353024," Heart Benefits from More Fruit and Vegetable Consumption: Released January 26, 2011STILLWATER, Okla. – Everyone... http://bit.ly/i5l7Q3","=HYPERLINK(""http://bit.ly/i5l7Q3"",""LINK"")"
MB027,30756846771904512," clever strategies :) Clever Strategies to Reduce Printer Cartridge Expenses http://bit.ly/hq3PLh","=HYPERLINK(""http://bit.ly/hq3PLh"",""LINK"")"
MB027,30756768954982400," sciencestage.com Minimisation of power consumption in digital integrated circuits byreduction of switching acti... http://bit.ly/eNX5Ir","=HYPERLINK(""http://bit.ly/eNX5Ir"",""LINK"")"
MB027,30752997080301568," SHOULD i DO A BOOBS SURGERY TO REDUCE THEM ? OR SHOULD i LET THEM AS THEY ARE ?",
MB027,30747912791138304," Energy and persistence creates money!",
MB027,30747785359794177," It's taking all of my energy",
MB027,30746689430093824," Save On Home Energy Manual and Newsletter http://bit.ly/HOME-ENERGY","=HYPERLINK(""http://bit.ly/HOME-ENERGY"",""LINK"")"
MB027,30739515865825280," Depression Risk Higher With Trans Fats, Lower With Olive Oil Consumption: Consumption of trans fats, present in ... http://bit.ly/dVXM7f","=HYPERLINK(""http://bit.ly/dVXM7f"",""LINK"")"
MB027,30739258398478336," @annayvettemusic makes sense, there'll probably be a lot of foul language & alcohol consumption",
MB027,30738756730355712," Reduce the deficit with pixie dust | Eric Black Ink http://minnpo.st/hTeimD","=HYPERLINK(""http://minnpo.st/hTeimD"",""LINK"")"
MB027,30726801869250560," What Tools and Tricks Do You Employ to Reduce Power Consumption? [Ask The Readers] http://bit.ly/gQr5An","=HYPERLINK(""http://bit.ly/gQr5An"",""LINK"")"
MB027,30719170932899841," CHOICE GRAVES in Somerset Hills. Worth $2400/ea. Willing to reduce price.973-697-1160",
MB027,30716948446711808," #TacoWatch... someone needs to reduce the meat...",
MB027,30714501603000320," Today's tip: Kids that play at least 15 minutes each day significantly reduce their odds of becoming obese.",
MB027,30710757335244800," Clean Energy: Obama on the stump for clean energy ... http://tinyurl.com/4d8nren","=HYPERLINK(""http://tinyurl.com/4d8nren"",""LINK"")"
MB027,30710410529214467," Meat consumption needs to go way down in order to feed the expected human population increase over the next few decades: http://ow.ly/3KZd7","=HYPERLINK(""http://ow.ly/3KZd7"",""LINK"")"
MB027,30705970082480129," interested in learning exactly how to generate power and reduce your bill then this is the perfect resource for you! http://tiny.ly/4eTP","=HYPERLINK(""http://tiny.ly/4eTP"",""LINK"")"
